order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1104211,900010859,Nick Chen,Sales Representative,S Central East,11/08/2019,Retail,Individual,Garland Agius,Texas,Gift Basket,GB300,Deluxe Bath Gift Basket,3,115,345
1104267,900010859,Nick Chen,Sales Representative,S Central East,18/08/2019,Retail,Individual,Margeaux Stygall,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114,342
1104303,900010859,Nick Chen,Sales Representative,S Central East,23/08/2019,Retail,Individual,Vito Canwell,Texas,Gift Basket,GB101,Infused EVOO Gift Basket,3,75,225
1104322,900010859,Nick Chen,Sales Representative,S Central East,26/08/2019,Wholesale,Business,Schuppe Inc,Arkansas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234,936
1104326,900010859,Nick Chen,Sales Representative,S Central East,26/08/2019,Retail,Individual,Cristi Dorber,Louisiana,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,4,234,936
1104361,900010859,Nick Chen,Sales Representative,S Central East,31/08/2019,Retail,Individual,Garland Agius,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,2,114,228
1104372,900010859,Nick Chen,Sales Representative,S Central East,02/09/2019,Retail,Individual,Trueman Zanneli,Texas,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,45,135
1104392,900010859,Nick Chen,Sales Representative,S Central East,05/09/2019,Retail,Individual,Lyn Lucken,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1104434,900010859,Nick Chen,Sales Representative,S Central East,11/09/2019,Retail,Individual,Cornelle Van der Hoeven,Texas,Olive Oil,OO302,Chili Extra Virgin Olive Oil,2,26,52
1104450,900010859,Nick Chen,Sales Representative,S Central East,14/09/2019,Retail,Individual,Guinna Garces,Missouri,Bath products,BP502,Vanilla and Olive Oil Candle,1,6.99,6.99
1104476,900010859,Nick Chen,Sales Representative,S Central East,18/09/2019,Wholesale,Business,Thiel LLC,Texas,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,12,234,2808
1104512,900010859,Nick Chen,Sales Representative,S Central East,24/09/2019,Retail,Individual,Berenice Sambeck,Texas,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,4,45,180
1104536,900010859,Nick Chen,Sales Representative,S Central East,28/09/2019,Retail,Individual,Mimi Tomasik,Texas,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,123,492
1104591,900010859,Nick Chen,Sales Representative,S Central East,06/10/2019,Retail,Individual,Stanleigh Geater,Missouri,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58
1104630,900010859,Nick Chen,Sales Representative,S Central East,12/10/2019,Retail,Individual,Nolana Duplain,Texas,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,35,35
1104655,900010859,Nick Chen,Sales Representative,S Central East,16/10/2019,Retail,Individual,Delaney Mitham,Missouri,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1104685,900010859,Nick Chen,Sales Representative,S Central East,19/10/2019,Retail,Individual,Godfree Reside,Louisiana,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,45,45
1104698,900010859,Nick Chen,Sales Representative,S Central East,21/10/2019,Retail,Individual,Chauncey Lawful,Texas,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,70,280
1104744,900010859,Nick Chen,Sales Representative,S Central East,27/10/2019,Retail,Individual,Garret Pritchett,Mississippi,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1104763,900010859,Nick Chen,Sales Representative,S Central East,30/10/2019,Retail,Individual,Ellette Kondratowicz,Texas,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,45,180
1104776,900010859,Nick Chen,Sales Representative,S Central East,01/11/2019,Retail,Individual,Hannie Furnival,Texas,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,2,114,228
1104796,900010859,Nick Chen,Sales Representative,S Central East,05/11/2019,Retail,Individual,Cornelle Van der Hoeven,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123,246
1104816,900010859,Nick Chen,Sales Representative,S Central East,07/11/2019,Retail,Individual,Deena Marrill,Texas,Bath products,BP305,Mandarin and Olive Oil Lotion,4,9.99,39.96
1104823,900010859,Nick Chen,Sales Representative,S Central East,08/11/2019,Retail,Individual,Sigmund Bodycote,Oklahoma,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,114,228
1104832,900010859,Nick Chen,Sales Representative,S Central East,10/11/2019,Retail,Individual,Bunni Lapthorn,Oklahoma,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,123,123
1104844,900010859,Nick Chen,Sales Representative,S Central East,11/11/2019,Wholesale,Business,Schuppe Inc,Arkansas,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,19.5,19.5
1104855,900010859,Nick Chen,Sales Representative,S Central East,13/11/2019,Wholesale,Business,Dickinson Group,Texas,Bath products,BP105,Lavender and Olive Oil Lotion,6,9.99,59.94
1104859,900010859,Nick Chen,Sales Representative,S Central East,14/11/2019,Retail,Individual,Gerianna Bourhill,Texas,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,234,234
1104867,900010859,Nick Chen,Sales Representative,S Central East,14/11/2019,Retail,Individual,Cecil Ives,New Mexico,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,4,114,456
1104869,900010859,Nick Chen,Sales Representative,S Central East,15/11/2019,Retail,Individual,Bethany Scogin,Missouri,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
1104913,900010859,Nick Chen,Sales Representative,S Central East,21/11/2019,Retail,Individual,Vito Canwell,Texas,Gift Basket,GB103,Lemon EVOO Gift Basket,2,75,150
1104916,900010859,Nick Chen,Sales Representative,S Central East,22/11/2019,Retail,Individual,Issy Castro,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234,936
1104930,900010859,Nick Chen,Sales Representative,S Central East,23/11/2019,Wholesale,Business,Schroeder Group,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,3,26,78
1104961,900010859,Nick Chen,Sales Representative,S Central East,27/11/2019,Wholesale,Business,Hagenes Group,Texas,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123,123
1104958,900010859,Nick Chen,Sales Representative,S Central East,27/11/2019,Wholesale,Business,Weimann LLC,Missouri,Bath products,BP500,Vanilla and Olive Oil Body Soap,10,7.45,74.5
1104971,900010859,Nick Chen,Sales Representative,S Central East,29/11/2019,Wholesale,Business,Thiel LLC,Texas,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,45,135
1105013,900010859,Nick Chen,Sales Representative,S Central East,04/12/2019,Retail,Individual,Netta Prowse,Arkansas,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,26,26
1105066,900010859,Nick Chen,Sales Representative,S Central East,13/12/2019,Retail,Individual,Den Shellum,Louisiana,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1105077,900010859,Nick Chen,Sales Representative,S Central East,15/12/2019,Retail,Individual,Noelle Carlile,Oklahoma,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,17.5,70
1105076,900010859,Nick Chen,Sales Representative,S Central East,15/12/2019,Retail,Individual,Arnie Wace,Louisiana,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,3,14.5,43.5
1105090,900010859,Nick Chen,Sales Representative,S Central East,17/12/2019,Retail,Individual,Joyce Girardey,Louisiana,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
1105089,900010859,Nick Chen,Sales Representative,S Central East,17/12/2019,Retail,Individual,Deena Marrill,Texas,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,3,123,369
1105112,900010859,Nick Chen,Sales Representative,S Central East,20/12/2019,Wholesale,Business,Weimann LLC,Missouri,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,11,234,2574
1105145,900010859,Nick Chen,Sales Representative,S Central East,26/12/2019,Retail,Individual,Noelle Carlile,Oklahoma,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,24.5,73.5
1105183,900010859,Nick Chen,Sales Representative,S Central East,31/12/2019,Retail,Individual,Garret Pritchett,Mississippi,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123,246
1105224,900010859,Nick Chen,Sales Representative,S Central East,05/01/2020,Retail,Individual,Leif Bleakley,Missouri,Gift Basket,GB104,Garlic EVOO Gift Basket,3,75,225
1105269,900010859,Nick Chen,Sales Representative,S Central East,12/01/2020,Retail,Individual,Shaun Souttar,Texas,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
1105312,900010859,Nick Chen,Sales Representative,S Central East,19/01/2020,Retail,Individual,Marquita Igglesden,Texas,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,45,45
1105317,900010859,Nick Chen,Sales Representative,S Central East,20/01/2020,Retail,Individual,Winni Denmead,Louisiana,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,234,936
1105330,900010859,Nick Chen,Sales Representative,S Central East,21/01/2020,Wholesale,Business,Grant Group,Missouri,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,14,234,3276
1105353,900010859,Nick Chen,Sales Representative,S Central East,25/01/2020,Retail,Individual,Arleta Bernadot,Texas,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123,123
1105358,900010859,Nick Chen,Sales Representative,S Central East,26/01/2020,Retail,Individual,Bunni Lapthorn,Oklahoma,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,4,45,180
1105374,900010859,Nick Chen,Sales Representative,S Central East,28/01/2020,Retail,Individual,Stanleigh Geater,Missouri,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,7.45,22.35
1105397,900010859,Nick Chen,Sales Representative,S Central East,01/02/2020,Retail,Individual,Merell Mushet,Louisiana,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,5.99,17.97
1105408,900010859,Nick Chen,Sales Representative,S Central East,02/02/2020,Retail,Individual,Myra Brislawn,Missouri,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,234,468
1105444,900010859,Nick Chen,Sales Representative,S Central East,06/02/2020,Retail,Individual,Chauncey Lawful,Texas,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,45,90
1105460,900010859,Nick Chen,Sales Representative,S Central East,10/02/2020,Retail,Individual,Nara Niesel,Texas,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,3,14.5,43.5
1105461,900010859,Nick Chen,Sales Representative,S Central East,10/02/2020,Retail,Individual,Wylma Bohlje,Texas,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,45,90
1105468,900010859,Nick Chen,Sales Representative,S Central East,11/02/2020,Wholesale,Business,Grant Group,Missouri,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,234,1170
1105490,900010859,Nick Chen,Sales Representative,S Central East,14/02/2020,Retail,Individual,Randolph Seson,Missouri,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,2,35,70
1105510,900010859,Nick Chen,Sales Representative,S Central East,16/02/2020,Retail,Individual,Perri Theodoris,Louisiana,Bath products,BP305,Mandarin and Olive Oil Lotion,1,9.99,9.99
1105585,900010859,Nick Chen,Sales Representative,S Central East,28/02/2020,Retail,Individual,Nanette Alaway,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,24.5,49
1105594,900010859,Nick Chen,Sales Representative,S Central East,29/02/2020,Retail,Individual,Lonni Lockner,Texas,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,5.99,11.98
1105651,900010859,Nick Chen,Sales Representative,S Central East,09/03/2020,Retail,Individual,Cecil Ives,New Mexico,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1105661,900010859,Nick Chen,Sales Representative,S Central East,09/03/2020,Retail,Individual,Don Ramelot,Texas,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1105670,900010859,Nick Chen,Sales Representative,S Central East,11/03/2020,Retail,Individual,Edwina Byrd,Oklahoma,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,234,936
1105696,900010859,Nick Chen,Sales Representative,S Central East,14/03/2020,Retail,Individual,Randolph Seson,Missouri,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,45,45
1105714,900010859,Nick Chen,Sales Representative,S Central East,17/03/2020,Retail,Individual,Carolynn Botler,Texas,Bath products,BP302,Mandarin and Olive Candle,4,6.99,27.96
1105725,900010859,Nick Chen,Sales Representative,S Central East,19/03/2020,Wholesale,Business,Schuppe Inc,Arkansas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,234,468
1105812,900010859,Nick Chen,Sales Representative,S Central East,30/03/2020,Retail,Individual,Edwina Byrd,Oklahoma,Bath products,BP105,Lavender and Olive Oil Lotion,3,9.99,29.97
1105866,900010859,Nick Chen,Sales Representative,S Central East,07/04/2020,Retail,Individual,Garland Agius,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1105879,900010859,Nick Chen,Sales Representative,S Central East,10/04/2020,Retail,Individual,Marquita Igglesden,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,123,492
1105884,900010859,Nick Chen,Sales Representative,S Central East,11/04/2020,Retail,Individual,Druci Olphert,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
1105901,900010859,Nick Chen,Sales Representative,S Central East,13/04/2020,Retail,Individual,Marielle Gasquoine,Texas,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,123,246
1105934,900010859,Nick Chen,Sales Representative,S Central East,19/04/2020,Retail,Individual,Garret Pritchett,Mississippi,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1105947,900010859,Nick Chen,Sales Representative,S Central East,21/04/2020,Wholesale,Business,Carroll Inc,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,6,234,1404
1105953,900010859,Nick Chen,Sales Representative,S Central East,22/04/2020,Retail,Individual,Barney Watkiss,Arkansas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,234,936
1105964,900010859,Nick Chen,Sales Representative,S Central East,23/04/2020,Retail,Individual,Druci Olphert,Texas,Gift Basket,GB100,Organic EVOO Gift Basket,3,70,210
1105969,900010859,Nick Chen,Sales Representative,S Central East,25/04/2020,Retail,Individual,Aura Carde,Louisiana,Bath products,BP105,Lavender and Olive Oil Lotion,3,9.99,29.97
1105988,900010859,Nick Chen,Sales Representative,S Central East,28/04/2020,Retail,Individual,Margeaux Stygall,Texas,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,24.5,49
1106025,900010859,Nick Chen,Sales Representative,S Central East,04/05/2020,Retail,Individual,Gerianna Bourhill,Texas,Gift Basket,GB101,Infused EVOO Gift Basket,1,75,75
1106054,900010859,Nick Chen,Sales Representative,S Central East,09/05/2020,Retail,Individual,Joelle Vollam,Texas,Bath products,BP100,Lavender and Olive Body Soap,1,7.45,7.45
1106134,900010859,Nick Chen,Sales Representative,S Central East,17/05/2020,Retail,Individual,Suki Dixcee,Louisiana,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,14.5,29
1106178,900010859,Nick Chen,Sales Representative,S Central East,24/05/2020,Retail,Individual,Tallou Mallya,Texas,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,35,35
1106244,900010859,Nick Chen,Sales Representative,S Central East,03/06/2020,Retail,Individual,Laurella Mewis,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,114,456
1106300,900010859,Nick Chen,Sales Representative,S Central East,10/06/2020,Retail,Individual,Joelle Vollam,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,30,60
1106309,900010859,Nick Chen,Sales Representative,S Central East,11/06/2020,Retail,Individual,Brewster Tucsell,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,2,8.5,17
1106329,900010859,Nick Chen,Sales Representative,S Central East,13/06/2020,Retail,Individual,Jordain Clears,Missouri,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,70,210
1106366,900010859,Nick Chen,Sales Representative,S Central East,20/06/2020,Wholesale,Business,Rau Group,Oklahoma,Bath products,BP102,Lavender and Olive Candle,14,6.99,97.86
1106380,900010859,Nick Chen,Sales Representative,S Central East,22/06/2020,Retail,Individual,Kennie Kington,Texas,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,26,104
1106414,900010859,Nick Chen,Sales Representative,S Central East,26/06/2020,Wholesale,Business,Jacobson Inc,Texas,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,14,234,3276
1106408,900010859,Nick Chen,Sales Representative,S Central East,26/06/2020,Retail,Individual,Ada Byrth,Texas,Gift Basket,GB300,Deluxe Bath Gift Basket,4,115,460
1106480,900010859,Nick Chen,Sales Representative,S Central East,04/07/2020,Wholesale,Business,Rau Group,Oklahoma,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,7,14.5,101.5
1106493,900010859,Nick Chen,Sales Representative,S Central East,06/07/2020,Retail,Individual,Nolana Duplain,Texas,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1106513,900010859,Nick Chen,Sales Representative,S Central East,08/07/2020,Retail,Individual,Barney Watkiss,Arkansas,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,45,90
1106562,900010859,Nick Chen,Sales Representative,S Central East,14/07/2020,Retail,Individual,Bartholemy Dunseath,Texas,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,26,52
1106596,900010859,Nick Chen,Sales Representative,S Central East,18/07/2020,Wholesale,Business,Grant Group,Missouri,Gift Basket,GB101,Infused EVOO Gift Basket,5,75,375
1106595,900010859,Nick Chen,Sales Representative,S Central East,18/07/2020,Wholesale,Business,Dickinson Group,Texas,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,14.5,29
1106605,900010859,Nick Chen,Sales Representative,S Central East,19/07/2020,Retail,Individual,Cristi Dorber,Louisiana,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,17.5,35
1106626,900010859,Nick Chen,Sales Representative,S Central East,21/07/2020,Retail,Individual,Winni Denmead,Louisiana,Bath products,BP102,Lavender and Olive Candle,2,6.99,13.98
1106649,900010859,Nick Chen,Sales Representative,S Central East,25/07/2020,Retail,Individual,Kennith McCulley,Mississippi,Bath products,BP300,Mandarin and Olive Body Soap,3,7.45,22.35
1106659,900010859,Nick Chen,Sales Representative,S Central East,26/07/2020,Retail,Individual,Laurella Mewis,Texas,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,5.99,17.97
1106669,900010859,Nick Chen,Sales Representative,S Central East,27/07/2020,Wholesale,Business,Dickinson Group,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,234,234
1106679,900010859,Nick Chen,Sales Representative,S Central East,28/07/2020,Retail,Individual,Viviyan De Micoli,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
1106781,900010859,Nick Chen,Sales Representative,S Central East,12/08/2020,Retail,Individual,Thor Grigorini,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
1106851,900010859,Nick Chen,Sales Representative,S Central East,21/08/2020,Retail,Individual,Rowena McCandless,Texas,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,24.5,49
1106859,900010859,Nick Chen,Sales Representative,S Central East,22/08/2020,Wholesale,Business,Schroeder Group,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,14,234,3276
1106883,900010859,Nick Chen,Sales Representative,S Central East,26/08/2020,Retail,Individual,Viviyan De Micoli,Texas,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,45,90
1106916,900010859,Nick Chen,Sales Representative,S Central East,31/08/2020,Wholesale,Business,Macejkovic Group,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,234,702
1106920,900010859,Nick Chen,Sales Representative,S Central East,31/08/2020,Retail,Individual,Joyce Girardey,Louisiana,Bath products,BP100,Lavender and Olive Body Soap,2,7.45,14.9
1107041,900010859,Nick Chen,Sales Representative,S Central East,17/09/2020,Wholesale,Business,Macejkovic Group,Texas,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,5,234,1170
1107057,900010859,Nick Chen,Sales Representative,S Central East,20/09/2020,Wholesale,Business,Hagenes Group,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,234,1872
1107075,900010859,Nick Chen,Sales Representative,S Central East,23/09/2020,Wholesale,Business,Shanahan Foods,Louisiana,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,8,234,1872
1107086,900010859,Nick Chen,Sales Representative,S Central East,24/09/2020,Retail,Individual,Rikki Bevir,Texas,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,26,104
1107161,900010859,Nick Chen,Sales Representative,S Central East,06/10/2020,Wholesale,Business,Shanahan Foods,Louisiana,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,7,234,1638
1107186,900010859,Nick Chen,Sales Representative,S Central East,10/10/2020,Retail,Individual,Jamal Markson,Oklahoma,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,16.75,67
1107245,900010859,Nick Chen,Sales Representative,S Central East,18/10/2020,Retail,Individual,Bobby Tissington,Texas,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,19.5,39
1107263,900010859,Nick Chen,Sales Representative,S Central East,21/10/2020,Wholesale,Business,Nadias Café,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
1107283,900010859,Nick Chen,Sales Representative,S Central East,23/10/2020,Retail,Individual,Joby Carlesi,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,26,52
1107300,900010859,Nick Chen,Sales Representative,S Central East,26/10/2020,Retail,Individual,Geri Haddock,Arkansas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,123,123
1107526,900010859,Nick Chen,Sales Representative,S Central East,26/11/2020,Retail,Individual,Allen Havers,Mississippi,Gift Basket,GB106,Basil EVOO Gift Basket,2,75,150
1107580,900010859,Nick Chen,Sales Representative,S Central East,03/12/2020,Retail,Individual,Bobby Tissington,Texas,Gift Basket,GB106,Basil EVOO Gift Basket,2,75,150
1107620,900010859,Nick Chen,Sales Representative,S Central East,09/12/2020,Retail,Individual,Marielle Gasquoine,Texas,Gift Basket,GB300,Deluxe Bath Gift Basket,1,115,115
1107676,900010859,Nick Chen,Sales Representative,S Central East,16/12/2020,Retail,Individual,Don Ramelot,Texas,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,19.5,19.5
1107757,900010859,Nick Chen,Sales Representative,S Central East,27/12/2020,Retail,Individual,Den Shellum,Louisiana,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,234,234
1107765,900010859,Nick Chen,Sales Representative,S Central East,28/12/2020,Retail,Individual,Sigmund Bodycote,Oklahoma,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,3,123,369
1107766,900010859,Nick Chen,Sales Representative,S Central East,28/12/2020,Retail,Individual,Trueman Zanneli,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,26,104
1107827,900010859,Nick Chen,Sales Representative,S Central East,06/01/2021,Retail,Individual,Thor Grigorini,Texas,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,24.5,98
1107854,900010859,Nick Chen,Sales Representative,S Central East,11/01/2021,Wholesale,Business,Dickinson Group,Texas,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,11,45,495
1107941,900010859,Nick Chen,Sales Representative,S Central East,23/01/2021,Retail,Individual,Jordain Clears,Missouri,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234,702
1107970,900010859,Nick Chen,Sales Representative,S Central East,27/01/2021,Retail,Individual,Alyda Lucchi,Texas,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,5.99,23.96
1102891,900016625,Norm Hawkins,Sales Representative,Southeast,04/02/2019,Retail,Individual,Uriel Castanho,Florida,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,45,90
1102890,900016625,Norm Hawkins,Sales Representative,Southeast,04/02/2019,Retail,Individual,Nike Vero,Florida,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
1102905,900016625,Norm Hawkins,Sales Representative,Southeast,06/02/2019,Retail,Individual,Joey Sumpner,Florida,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,5.99,17.97
1102927,900016625,Norm Hawkins,Sales Representative,Southeast,08/02/2019,Retail,Individual,Hamlin Minto,Florida,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,19.5,58.5
1102934,900016625,Norm Hawkins,Sales Representative,Southeast,09/02/2019,Wholesale,Business,Braun LLC,Florida,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,9,30,270
1102939,900016625,Norm Hawkins,Sales Representative,Southeast,10/02/2019,Retail,Individual,Sollie Ixer,Alabama,Bath products,BP101,Lavender and Olive Bath Salts,1,8.5,8.5
1102958,900016625,Norm Hawkins,Sales Representative,Southeast,12/02/2019,Retail,Individual,Marco Fernley,Alabama,Bath products,BP300,Mandarin and Olive Body Soap,2,7.45,14.9
1103016,900016625,Norm Hawkins,Sales Representative,Southeast,20/02/2019,Retail,Individual,Spike Wedmore,Florida,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,45,135
1103048,900016625,Norm Hawkins,Sales Representative,Southeast,24/02/2019,Wholesale,Business,Braun LLC,Florida,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,19.5,19.5
1103049,900016625,Norm Hawkins,Sales Representative,Southeast,25/02/2019,Retail,Individual,Sean Feifer,Florida,Olive Oil,OO302,Chili Extra Virgin Olive Oil,2,26,52
1103081,900016625,Norm Hawkins,Sales Representative,Southeast,05/03/2019,Retail,Individual,Olga Gavagan,Florida,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,24.5,49
1103141,900016625,Norm Hawkins,Sales Representative,Southeast,15/03/2019,Retail,Individual,Ida Skurm,Florida,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234,936
1103224,900016625,Norm Hawkins,Sales Representative,Southeast,25/03/2019,Retail,Individual,Clevey Dreng,Florida,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,123,123
1103232,900016625,Norm Hawkins,Sales Representative,Southeast,26/03/2019,Retail,Individual,Vassily Fraczek,Florida,Gift Basket,GB102,Rosmary EVOO Gift Basket,3,75,225
1103300,900016625,Norm Hawkins,Sales Representative,Southeast,05/04/2019,Retail,Business,Ullrich Inc,Florida,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,30,60
1103316,900016625,Norm Hawkins,Sales Representative,Southeast,07/04/2019,Retail,Individual,Orrin Novotna,Florida,Gift Basket,GB106,Basil EVOO Gift Basket,3,75,225
1103354,900016625,Norm Hawkins,Sales Representative,Southeast,12/04/2019,Retail,Individual,Brew Luton,Florida,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,1,114,114
1103371,900016625,Norm Hawkins,Sales Representative,Southeast,14/04/2019,Retail,Individual,Christan Winston,Florida,Bath products,BP100,Lavender and Olive Body Soap,2,7.45,14.9
